,id_str,RA,DEC,merging_merger,file_loc
27,587734950200803557,09:53:49.00,+10:58:27.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2096c481-9d71-4545-8e2b-396ecff1bedd.png
28,587734950200803558,09:53:49.47,+10:58:32.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/c3b578a8-0a0f-45b9-83be-942d473f418e.png
29,588016528244670522,09:55:59.89,+39:54:46.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/76850ca1-6234-44f4-ba4e-d4fd2f14715c.png
30,587745539980787848,09:57:39.84,+14:15:43.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d183bebb-f7fa-493f-8661-413a4c93c287.png
31,587738618094354456,10:22:56.55,+34:46:46.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/bebf10b5-0b80-4cbe-ad22-fd78234698e7.png
32,587731500260655172,10:36:42.75,+54:47:35.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9cafd268-949d-4b4f-a9d5-941bbb6a0b12.png
33,587735662090125418,10:44:28.48,+40:00:54.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8b9de265-f5a1-4279-8556-f37a1514ee54.png
34,587739647816761430,10:47:11.19,+30:43:27.8,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/da9d8153-fee7-454f-8421-8ef0c27c4285.png
35,588017703997145160,10:53:32.06,+12:03:43.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4b8031a2-003c-4990-9f9f-41a112c84eca.png
36,588848899905552544,10:54:47.31,-00:12:27.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e2af423a-3acf-412b-aa48-7a7631e86948.png
37,588017720638767190,11:03:41.37,+40:36:43.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/31de0c84-374b-4075-a061-ec7df82c5f2f.png
38,587731870705385675,11:20:10.20,+55:13:45.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/f6cf4279-b2b0-4000-9592-2ea6d374076d.png
39,587741603100164157,11:21:31.62,+27:41:17.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0086c2ef-b465-4ed7-8704-0d67beafa0a9.png
40,587731890575835356,11:21:50.68,+56:32:03.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0db1d225-b988-42b8-a6db-081613287291.png
41,587742774017786012,11:22:03.68,+16:40:25.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b3d866c1-13b2-4dcb-a8f1-ed8d1635c08c.png
42,587739408388063264,11:26:48.65,+35:14:54.2,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a38cbe6b-cf52-46e4-8fa9-786aa561e6a7.png
43,587739646747017350,11:30:15.64,+31:19:31.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8a9c42e9-2f77-4d9d-8a2f-ff5e84f2c200.png
44,587725039015297179,11:33:59.46,-03:36:23.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8ed98695-7777-4942-9e89-d2c9b32519dd.png
45,587741533324640327,11:46:26.15,+30:05:23.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e9394407-1283-4f86-aa00-d333b7f1bd23.png
46,588017726007541823,11:47:19.76,+07:52:29.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/83d21e7d-8553-41e7-9946-23e82ea1a36a.png
47,588017726007541822,11:47:19.95,+07:52:43.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5c4414d9-0f0c-4d97-ba62-5abf499848aa.png
48,587735695904997435,11:48:39.32,+56:56:39.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d62e3ff5-90ce-4040-9669-8423c578efa7.png
49,588017112367890517,11:51:23.05,+48:09:36.2,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8246f588-227e-4048-bc6a-026ad5ce8dd3.png
50,587739507151863911,11:53:27.30,+33:30:55.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/bd30953f-65b8-4189-9d36-861f602cd3d8.png
51,587731891114672276,11:53:35.98,+57:37:21.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ee6d165b-2816-4d68-85cf-f5fcd9b4063e.png
52,587724650867130596,11:55:34.23,-01:21:16.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/6ff25a18-8610-4049-8991-c6ccd6ea20fb.png
53,587739504467902597,11:58:09.91,+31:26:29.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5eba2283-53df-4ed0-acfb-f4b097747581.png
54,588013383816904792,12:04:39.55,+52:57:26.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/90aa5f42-4b6f-43a2-8293-ddeef2d4fad9.png
55,588017722254557268,12:05:55.39,+43:24:35.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/405e5102-696a-466e-918c-2f961b580241.png
56,587732484359716927,12:10:41.77,+50:48:41.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9a858c79-1531-4f75-8a85-ad9a97f04c68.png
57,587739097525714956,12:11:56.28,+37:21:09.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a1c79267-a15f-4979-ac05-a1a3e7af0e77.png
58,587732769981988969,12:12:13.56,+08:48:56.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9b5bd868-8ebe-425a-9602-341eca4e7c7d.png
59,588013382206816309,12:13:03.37,+51:38:55.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4a58c6af-3a0f-477a-9c97-ed6c756aea08.png
60,587739304753758319,12:17:49.32,+35:44:50.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8a5ac020-63fa-4361-b1dd-6007aa817c7a.png
61,587739304753758323,12:17:49.71,+35:44:50.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e7353a06-d99e-4789-b6be-a4f09d0b6420.png
62,588017702395904123,12:21:24.20,+11:27:03.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/caa8217c-b07f-4f7e-9f42-8d448766454b.png
63,587742865288659012,12:22:10.20,+18:16:04.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/32fe51c3-074e-4990-b335-e0fa5a31eea9.png
64,587739720287584329,12:25:12.28,+29:39:22.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/08028dc0-ae93-44b3-85ea-c81edc40c5f2.png
65,587739305291677774,12:29:40.60,+36:11:57.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/28c59c98-abb9-4e4d-b491-afacf757b552.png
66,587739305291677773,12:29:41.61,+36:11:53.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a15fac2f-df42-4b17-be29-bc34a78eacdc.png
67,588017721183240317,12:36:20.10,+42:35:28.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1caa7bba-158e-4273-bd26-60e5cf631117.png
68,587741726580539524,12:38:50.29,+25:08:56.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0f344df9-9506-45e3-8002-a15c8d1d3902.png
69,587742772952170547,12:39:02.26,+16:18:24.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b4337ae5-ab8b-4de0-8bdf-44a13691cdca.png
70,588017730301198375,12:40:23.33,+08:10:23.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7e83b5f7-f723-462c-933c-ce770f8b2477.png
71,587741602571223189,12:43:35.50,+27:53:20.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a948cb3e-f561-46e5-a306-e291d0a36914.png
72,587739721900163101,12:46:10.11,+30:43:54.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ddd88c88-67a9-4576-b346-36cd439e6fe5.png
73,587741721212092511,12:48:46.85,+26:44:55.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/dcf5c1b5-7aa2-409b-a1cc-d33ead261641.png
74,587738569780428942,12:49:55.54,+15:16:39.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b95fe638-119d-4024-a76e-418f572fe788.png
75,588298664650145819,12:56:48.28,+48:17:43.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/64c6334f-e9c5-4dec-9c4c-597396d20f60.png
76,588017112372936752,13:01:18.36,+48:03:30.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/383601a6-3048-4dc3-bb5f-4629a8b56318.png
77,587739505010802837,13:03:08.20,+31:32:44.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1e1f45cd-fb6b-46ed-9b2f-9023fb1f1c71.png
78,588017111299522645,13:04:39.23,+47:07:20.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/45e11ce8-47a1-4af0-910f-016632303db0.png
79,587726031182299335,13:08:38.07,+01:16:12.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ef7952a4-5d9b-419d-a816-0d79b763149c.png
80,587742061077987425,13:09:37.56,+21:47:06.8,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/aa9c716a-7277-4a73-b6d2-a3a75cbc9618.png
81,588017605225545758,13:15:17.26,+44:24:25.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/9b7add6b-733e-4f23-88b9-15b8edf0b166.png
82,587739407324479578,13:20:35.41,+34:08:21.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ff63445a-1d57-48b7-b05d-c4a1005c70f6.png
83,588018057256239110,13:23:17.97,+52:39:06.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b1e7721b-97f4-4b7a-ae41-9e1b74ef4114.png
84,587741602038612021,13:26:51.76,+26:35:27.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/85e4c3d5-3a7a-4049-b858-182b7081b9a3.png
85,587735665840881790,13:41:39.23,+55:40:14.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/954ce528-3b14-45a7-ae45-d3b332c67e89.png
86,587738568712192204,13:41:40.89,+13:30:14.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1899f414-7fc8-4c14-8964-da1a63c32f2d.png
87,588011219672170717,13:42:20.35,+61:48:38.8,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e69edb63-4b51-49bd-8dc6-c24fa4418473.png
88,588011218062016644,13:46:36.35,+60:18:46.8,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b20221ec-3e2c-4beb-94e8-53540026d8ac.png
89,587742592547160124,13:48:14.33,+15:25:38.2,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/721daeca-427c-4f03-b246-5e2b342ff42f.png
90,587735430694043762,13:51:59.18,+48:07:29.0,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/11ff12a2-1521-4780-9c80-237f46a264fe.png
91,587739131879817336,13:54:07.89,+34:58:44.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2e260c1c-3d83-4590-9328-42cb5e2a6a76.png
92,588017726021369993,13:54:19.69,+07:23:12.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/03cce5f9-3066-4e2e-8805-69aa57429db4.png
93,587742189914882223,13:56:29.05,+22:41:56.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/44e7fd7f-3f10-419c-a308-d446058cff4f.png
94,588017606302498929,13:56:38.56,+43:35:08.8,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/109da278-8c37-44e7-a67a-7fec8a40e648.png
95,587739809948237949,13:56:53.25,+24:58:02.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/14bbe4c6-0dba-4a0b-9dba-8ee70681b42e.png
96,587742594696151179,14:03:19.25,+16:38:05.8,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/539956f0-4daa-42f1-b929-17cb089abff6.png
97,587736477588848682,14:08:49.47,+10:55:49.8,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/06876552-530e-40ee-b6b6-10129fb5fee7.png
98,587726033873272951,14:09:02.65,+03:11:29.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b40d7c33-343b-481d-ac7d-233b57b416c1.png
99,587726033873272950,14:09:02.77,+03:11:39.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/12014bd3-1f84-4541-8b0d-9dff0144b32d.png
100,587739380448952409,14:13:58.54,+30:57:19.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/3a2476de-077e-45a5-a65f-f10cea4de9eb.png
101,588848899927441439,14:14:47.15,-00:00:13.2,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0fd6bfae-9715-4320-a8cc-85e53a65034a.png
102,587736586574758004,14:16:31.80,+39:35:20.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/88bace29-04bd-41b1-91ca-291cc04f55c3.png
103,587735666380111970,14:16:51.56,+54:10:47.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/424f2f5d-93a1-4fc7-a74e-2ca6d1514a2b.png
104,587739828738195570,14:17:24.07,+24:53:55.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/733adae3-1056-4968-8c54-887696c0dc00.png
105,587739829275721914,14:23:55.51,+24:58:41.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/aabac3ed-a5f5-43ff-907c-eb88cfdddd30.png
106,587742014907547887,14:27:22.83,+20:05:49.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ea691acb-5e5f-4d54-8ace-c8abd3588cdf.png
107,587742014907547886,14:27:23.13,+20:05:47.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/df04422c-4b96-4424-bbb6-d3ea313d65c1.png
108,587742629059362936,14:28:18.88,+15:24:58.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/3941c5e2-037b-4fe6-9930-439db1018e45.png
109,587739132956966993,14:31:55.39,+33:38:29.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/651739c9-2ae3-4276-857a-c5e84ed7e00a.png
110,588017979978350823,14:33:31.00,+35:55:58.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/603cf239-9ba1-489c-aafa-6194283b656d.png
111,587736586040443080,14:43:29.85,+37:12:14.3,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d16004b2-1a13-4b51-a623-b9336b2a6857.png
112,587739458299756738,14:52:29.05,+26:29:30.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8c7c07b9-788d-4e46-912b-78d63fea4928.png
113,587742627451699301,14:54:32.02,+13:02:06.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/64c16a65-1920-4e3d-bbe6-8d2d4c7617d5.png
114,587742013300146345,14:56:08.54,+17:18:34.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/03184dda-f7d3-4294-a21d-eed9b8d96dab.png
115,587726102025797805,15:04:46.55,+04:22:27.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4f73c27b-e892-432f-bcc0-79799a62485e.png
116,587729776375890238,15:07:15.37,-02:44:37.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/160b7b40-b163-4124-b3f6-96fb82fa8072.png
117,587736975808266400,15:16:16.04,+28:27:00.2,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/4ce49638-13d1-4371-9473-5fd06298dd40.png
118,588018091075895558,15:17:15.23,+38:36:25.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/43f21b8a-b132-48ed-af01-6d24500c82d8.png
119,588018055654998067,15:18:06.13,+42:44:45.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d3624bcd-bea4-4639-a231-d695184c43ec.png
120,587742013303619894,15:28:07.16,+15:18:03.7,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/0620a2fb-629c-4197-88d6-46f7c7968467.png
121,587742013303619895,15:28:07.47,+15:18:09.2,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2fa890c5-484e-4fb3-8e0b-dd9f19fdbcf8.png
122,587736975809708043,15:29:29.90,+27:12:05.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/425b1d92-38c9-4edc-a602-2c3799c7b1b9.png
123,587739827672908020,15:35:54.86,+18:26:44.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1c0e4127-3032-441a-b5af-3706d0af6257.png
124,587739720846606568,16:02:29.03,+18:05:55.2,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/62103f09-b07c-40e8-9ea3-22caff57968a.png
125,588018254831812781,16:02:33.14,+37:34:52.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d9db3cfc-6695-4207-9a73-c366a97fd868.png
126,588018091081138197,16:05:22.32,+31:56:22.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/e7b66706-dcdd-48ab-9257-88dd096bf22c.png
127,587725818037862416,16:11:40.82,+52:27:26.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/8c5a604d-fcd7-4104-a517-cb895bec443e.png
128,587739845397446904,16:38:15.38,+11:34:12.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/16721bd5-6c70-4108-a0f1-35f0f9744699.png
129,588018090012311863,16:41:40.86,+23:58:59.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/f303a7fa-7345-4a1e-8b59-3c80337eddb1.png
130,588007004735668429,17:01:11.64,+35:51:14.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/b2d94348-7505-4d65-b00f-9a8211be8fe4.png
131,587725505019117816,17:05:06.84,+62:51:42.9,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/509824fc-5d40-49ff-8f1e-2f2f0ad761af.png
132,587725576426356739,17:28:23.83,+57:32:43.4,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/cae30d68-a8de-4c14-bca8-bd39de3fc055.png
133,587727212268880345,20:46:05.73,-07:09:42.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7e9545bf-dcc1-4d4d-8313-7a0293fa9027.png
134,587726879953518907,21:49:48.65,-06:53:46.1,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2e6f8660-d52c-44f8-a1e6-96055d51bd33.png
135,587726878885478656,22:42:01.75,-08:46:27.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1a897bc5-db5a-4549-a8b9-05934ea92b90.png
136,587727222484762718,23:36:12.85,+15:00:24.5,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5fd61a98-c2eb-4c04-a787-3bb7892a8328.png
137,587727177910059154,23:36:36.25,-11:02:42.6,1,/mmfs1/home/users/oryan/Zoobot/data/cutouts/85253c18-e29d-4b3e-ab6d-419abd4ddfb6.png
138,587736542023647460,15:10:04.31,+07:00:53.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/5823738f-24e0-456a-b5fe-fea079fa760d.png
139,587742589865623791,15:41:53.79,+13:13:42.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/fe183bc8-95e3-4904-9061-4a7a2e98edf0.png
140,588023240743518608,09:00:12.34,+17:34:58.1,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/91703df2-a81b-4c79-9c33-7700bf617edf.png
141,587732592253141081,12:21:09.42,+61:06:45.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d3caca96-d7b0-417b-84b7-683d98fe1537.png
142,588017626147324036,10:39:20.05,+41:55:13.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d231afa8-a31b-40dd-be21-779118ed53e4.png
143,587745243615723579,08:08:25.46,+08:59:15.3,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/d2971ffd-96c7-41c0-8eab-5666f69b2ea2.png
144,587735349096480845,09:53:17.44,+12:40:50.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/10c9a5ea-eb59-4cc9-91c7-66f0581bf583.png
145,588023239672332472,09:25:14.30,+18:25:23.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/c5bd074e-7cc5-453a-8e54-615af00c4ceb.png
146,587739097530892444,13:11:28.06,+36:43:53.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/f76e4086-6d1d-42e3-ac7e-0dab22fbce52.png
147,587732770779299971,10:58:19.26,+08:36:11.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/98466b00-3cd4-49ce-ae13-596e0fd298bc.png
148,587739707410088027,14:24:24.98,+26:08:59.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7345f7d4-0051-4a23-8b10-91c27d75c2f5.png
149,588297864181645447,09:27:50.57,+38:24:07.0,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/3837e439-e69c-4abb-8e4d-c81b322f966d.png
150,587729385541992576,12:11:56.44,+58:48:47.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1265f4e6-f96a-48e3-bd16-a6a494d807c1.png
151,587741817309888735,08:32:46.85,+14:57:46.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/ab60bbc9-8a68-4a8e-91c4-124ba69aab7f.png
152,587725817500270743,16:03:24.21,+53:34:11.2,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/31829127-2d51-4246-ad24-f3a4cf7cc1ff.png
153,587736586036904111,14:04:44.51,+40:04:52.8,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/7a8b9cce-4675-44b0-bf0e-39817ac3db64.png
154,588017604155408453,13:58:50.28,+41:45:04.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/a0163ec4-dffe-4128-9a3f-fd0dbf252050.png
155,588016841786654897,08:55:55.07,+30:57:02.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/27c2aa28-3666-43b3-abea-24851467d596.png
156,587742061094174984,15:42:14.03,+14:24:11.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/6541cd80-824e-4a78-918e-394b04f66dd7.png
157,587733609628827857,16:40:48.23,+36:57:37.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1b3b5882-fcb1-4669-b686-b7fc0bb27784.png
158,587738570324181047,13:54:49.34,+14:36:38.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/1c3c33e5-f27c-4b0a-95b6-e9e8631c9c61.png
159,587741533852401675,10:12:59.52,+26:48:53.6,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2a04bd4f-bfd8-4b5a-8d5c-6847de84e5a3.png
160,587738411407769715,11:21:15.77,+15:11:07.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/535a9e39-562c-4051-965f-fbc0a63f87d9.png
161,587742572146589797,11:02:33.75,+18:42:07.7,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2c405585-aed3-4782-b329-a4386320bcf3.png
162,587739844316168510,15:30:34.35,+16:49:21.5,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/53771b1e-b896-43cf-9931-3f2294924eac.png
163,587732050015092929,08:44:25.68,+43:16:35.9,0,/mmfs1/home/users/oryan/Zoobot/data/cutouts/2faace5a-4233-4e53-bee2-84c4b6ccb7d8.png
